Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Price / International,Compare-at price,Compare-at price / International,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
ColdCan,coldcan,,ColdCan,hidden-category,hidden-category,hidden-category,false,draft,coldcan,,Title,Default,,,,,20.00,,0.00,,0.00,true,,shopify,0,deny,14,g,true,manual,/images/coldcan-large.png,1,ColdCan,,false,ColdCan,,,,,coldcan,,,new,,,,,,
Pecan Coffee Organic Beard Wash,pecan-coffee-organic-beard-wash,"<h3>Description</h3><p>Pecan Coffee Organic Beard Wash is just what it sounds like. An AWESOME bar shampoo for your beard.</p><p>While, our Beard Wash is formulated specially for beards it can be used as an all around shampoo/soap. Whether you call you it beard wash, beard shampoo, beard soap, or beard cleanser at the end of the day it does keeps your beard fresh and clean.</p><p>Made with all organic ingredients, you will find no harsh chemicals, solvents, or detergents.  Each ingredient was chosen carefully to clean your beard with out drying it out or damaging it. </p><p>Why caffeine you ask? Some studies report that caffeine can help stimulate beard growth. We're not scientists so we can't confirm these findings but it certainly can't hurt to try.  </p><p>Each big bar is 6oz. For most beards this is a 2-3 month supply.</p><hr><h3>Ingredients</h3><ul><li>goat milk</li><li>avocado oil</li><li>blend of essential oils</li><li>grapefruit extract</li><li>soy</li><li>caffeine</li><li>Rosemary</li><li>aloe</li><li>water</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Wash,Beard Wash,"All Products,Beard Care,Beard Wash,Scents,Pecan Coffee",true,active,beard-wash-cf,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Pecan-Coffee-Organic-Beard-Wash/coffee-soap.jpg,1,Pecan Coffee Organic Beard Wash,,false,Pecan Coffee Organic Beard Wash,"Pecan Coffee Organic Beard Wash is just what it sounds like. An AWESOME bar shampoo for your beard.While, our Beard Wash is formulated specially for beards it can be used as an all around shampoo/soap. Whether you call you it beard wash, beard shampoo, beard soap, or beard cleanser at the end of the day it do",,,,beard-wash-cf,,,new,,,,,,
Tame the Sea,tame-the-sea,"<h3>Description</h3><p><strong></strong><strong>Tame the Sea is one of our adventure series shirts that celebrates Texas Beard's Manifesto:</strong>
</p><p><em>It is not enough only to live. Rather strive to live well, making of life a raucous celebration.</em>
</p><p><em>Own your passions, and let them blaze. Like a beacon, shining over dark waters, they will guide others.</em>
</p><p><em>Be undone by beauty, both simple and majestic. You will find both in this world.</em>
</p><p><em>Resolve to be brave, even before you must.</em>
</p><p><em>Enjoy the flicker of youth, but value experience forged by age.</em>
</p><p><em>Love when it is difficult, not only when it is easy. It is worth it in the end.</em>
</p><p><em>Choose an adventurous life. Look for mysteries. Seek out the edges of the map where others dare not go.</em>
</p>",,All Products > Merchandise,Merchandise,"All Products,Merchandise,SP Shirts,Adventure Shirts",false,draft,dtg-shirt-tame_sea,,Title,Default,,,,,21.99,,,,0.00,true,,shopify,0,deny,0,g,true,manual,/shared/images/product/tame-sea-black.jpg,1,Tame the Sea,,false,Tame the Sea,"Tame the Sea is one of our adventure series shirts that celebrates Texas Beard's Manifesto:
It is not enough only to live. Rather strive to live well, making of life a raucous celebration.
Own your passions, and let them blaze. Like a beacon, shining over ",,,,dtg-shirt-tame_sea,,,new,,,,,,
Tame the Road,tame-the-road,"<h3>Description</h3><p><strong>Tame the Road is one of our adventure series shirts that celebrates Texas Beard's Manifesto:</strong></p><p><em>It is not enough only to live. Rather strive to live well, making of life a raucous celebration.</em></p><p><em>Own your passions, and let them blaze. Like a beacon, shining over dark waters, they will guide others.</em></p><p><em>Be undone by beauty, both simple and majestic. You will find both in this world.</em></p><p><em>Resolve to be brave, even before you must.</em></p><p><em>Enjoy the flicker of youth, but value experience forged by age.</em></p><p><em>Love when it is difficult, not only when it is easy. It is worth it in the end.</em></p><p><em>Choose an adventurous life. Look for mysteries. Seek out the edges of the map where others dare not go.</em><br></p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,SP Shirts,Adventure Shirts",false,draft,dtg-shirt-tame_road,,Title,Default,,,,,21.99,,,,0.00,true,,shopify,0,deny,0,g,true,manual,/shared/images/product/tame-road-grey.jpg,1,Tame the Road,,false,Tame the Road,"Tame the Road is one of our adventure series shirts that celebrates Texas Beard's Manifesto:It is not enough only to live. Rather strive to live well, making of life a raucous celebration.Own your passions, and let them blaze. Like a beacon, shining over dark waters, they ",,,,dtg-shirt-tame_road,,,new,,,,,,
"Big Beard, Bigger Heart Shirt",big-beard-bigger-heart-shirt,"<h3>Description</h3><p><strong>ONLY AVAILABLE FOR ORDER UNTIL 11:59PM 08/26/2017</strong></p>

<!--<p><strong>ONLY AVAILABLE FOR ORDER UNTIL 11:59PM 04/16/2017</strong></p>--><p>Wear your big ol' bearded heart on your chest. </p><p>This shirt is specially designed to raise funds to support a very little girl in need a lot of very big, very expensive medical procedures.</p><p><strong>A portion of the profits from each shirt purchased will be donated to the family to help cover their medical expenses.  </strong></p><p><strong>Get 10% Off All Other Items Purchased With Your ""Big Beard, Bigger Heart"" shirt.</strong><br></p><p><strong>--</strong></p><p>Fabric laundered, 4.3 oz., 60/40 combed ringspun cotton/polyester</p><p>--</p><p>All orders will be printed and shipped at the same time to maximize the funds available for donate but other items ordered at the same time will be shipped immediately.</p><p><br></p><p><br></p><p><strong><br></strong></p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",false,draft,BIGHEART,,Title,Default,,,,,19.00,,0.00,,0.00,true,,shopify,0,deny,14,g,true,manual,/shared/images/product/big-hearts.jpg,1,"Big Beard, Bigger Heart Shirt",,false,"Big Beard, Bigger Heart Shirt","ONLY AVAILABLE FOR ORDER UNTIL 11:59PM 08/26/2017

ONLY AVAILABLE FOR ORDER UNTIL 11:59PM 04/16/2017-->Wear your big ol' bearded heart on your chest. This shirt is specially designed to raise funds to support a very little girl in need a lot of very big, ver",,,,BIGHEART,,,new,,,,,,
No. 1 Dad Beard (Father's Day Special),no-1-dad-beard-fathers-day-special,<h3>Description</h3><p>Limited edition Father's Day shirt for the No. 1 Dad with the No.1 beard. </p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,SP Shirts,All Products,Beard Kits and Gifts",false,draft,shirt-dad_beard,,Title,Default,,,,,19.00,,0.00,,0.00,true,,shopify,0,deny,14,g,true,manual,/Shared/Images/Product/No-1-Dad-Beard/dad-beard-dark.jpg,1,No. 1 Dad Beard (Father's Day Special),,false,No. 1 Dad Beard (Father's Day Special),Limited edition Father's Day shirt for the No. 1 Dad with the No.1 beard. ,,,,shirt-dad_beard,,,new,,,,,,
Texas Flood Tee,texas-flood-tee,<h3>Description</h3><p>100% of the profits from this shirt go to support families impacted by Hurricane Harvey</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Merchandise,Hurricane Harvey Community Support Shirts",false,draft,FloodT,,Title,Default,,,,,19.99,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/Shared/Images/Product/Texas-Flood-Tee/texas-heart.jpg,1,Texas Flood Tee,,false,Texas Flood Tee,100% of the profits from this shirt go to support families impacted by Hurricane Harvey,,,,,,,new,,,,,,
Texas Strong Tee,texas-strong-tee,<h3>Description</h3><p>100% of the profits from this shirt go to support families impacted by Hurricane Harvey</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Merchandise,Hurricane Harvey Community Support Shirts",false,draft,StrongT,,Title,Default,,,,,19.99,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/Shared/Images/Product/Texas-Strong-Tee/texas-strong.jpg,1,Texas Strong Tee,,false,Texas Strong Tee,100% of the profits from this shirt go to support families impacted by Hurricane Harvey,,,,,,,new,,,,,,
Harvey Shirt 3,harvey-shirt-3,,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",false,draft,Harvey3,,Title,Default,,,,,19.99,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,,1,Harvey Shirt 3,,false,Harvey Shirt 3,,,,,,,,new,,,,,,
Texas Flood Tank,texas-flood-tank,<h3>Description</h3><p>100% of the profits from this tank go to support families impacted by Hurricane Harvey</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Merchandise,Hurricane Harvey Community Support Shirts",false,draft,HarveyTank1,,Title,Default,,,,,19.99,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/Shared/Images/Product/Texas-Flood-Tank/texas-heart-01_mockup_Flat-Front_Vintage-Black.png,1,Texas Flood Tank,,false,Texas Flood Tank,100% of the profits from this tank go to support families impacted by Hurricane Harvey,,,,,,,new,,,,,,
Texas Strong Tank,texas-strong-tank,<h3>Description</h3><p>100% of the profits from this tank go to support families impacted by Hurricane Harvey</p>,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Merchandise,Hurricane Harvey Community Support Shirts",false,draft,HarveyTank2,,Title,Default,,,,,19.99,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/Shared/Images/Product/Texas-Strong-Tank/texas-strong-01_mockup_Flat-Front_Premium-Heather.png,1,Texas Strong Tank,,false,Texas Strong Tank,100% of the profits from this tank go to support families impacted by Hurricane Harvey,,,,,,,new,,,,,,
Harvey Tank 3,harvey-tank-3,,Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",false,draft,HarveyTank3,,Title,Default,,,,,19.99,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,,1,Harvey Tank 3,,false,Harvey Tank 3,,,,,,,,new,,,,,,
$10 Harvey Donation,10-harvey-donation,<h3>Description</h3><p>In case you aren't interested in the shirts and still want to donate feel free.</p>,Big T Woodworks,All Products > Merchandise > Hurricane Harvey Community Support Shirts,Hurricane Harvey Community Support Shirts,"All Products,Merchandise,Hurricane Harvey Community Support Shirts",false,draft,10-donate,,Title,Default,,,,,10.00,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/shared/images/product/10-donation.png,1,$10 Harvey Donation,,false,$10 Harvey Donation,In case you aren't interested in the shirts and still want to donate feel free.,,,,,,,new,,,,,,
$20 Harvey Donation,20-harvey-donation,<h3>Description</h3><p>In case you aren't interested in the shirts and still want to donate feel free.</p>,Big T Woodworks,All Products > Merchandise > Hurricane Harvey Community Support Shirts,Hurricane Harvey Community Support Shirts,"All Products,Merchandise,Hurricane Harvey Community Support Shirts",false,draft,20-donate,,Title,Default,,,,,20.00,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/Shared/Images/Product/20-Harvey-Donation/20-donation.png,1,$20 Harvey Donation,,false,$20 Harvey Donation,In case you aren't interested in the shirts and still want to donate feel free.,,,,,,,new,,,,,,
Beard Forever,beard-forever,<h3>Description</h3><p>The beard never stops.</p>,,All Products > Merchandise,Merchandise,"All Products,Merchandise",false,draft,,,Title,Default,,,,,19.00,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/Shared/Images/Product/Beard-Forever/beard.jpg,1,Beard Forever,,false,Beard Forever,The beard never stops.,,,,,,,new,,,,,,
Parker 26C Open Comb Safety Razor,parker-26c-open-comb-safety-razor,"<h3>Description</h3><p>Since being launched in 2013, Parker Safety Razor’s Open Comb models have been the buzz of the shaving community. The head of this razor is engineered to provide an extremely smooth shave without being overly aggressive.</p>
<p>We recommend this razor for both beginners and experienced wet shavers alike. The open comb design stretches the skin, delivering a very close shave. Paired with a great razor blade, you will get a barbershop shave at home!</p>
<ul><li>Razor type: Three-Piece Safety Razor, Open Comb Head</li><li>Weight: 3.4 oz.</li><li>Length: 3 3/4 in.</li><li>Handle material: Genuine Brass Frame – Black Annodized</li></ul>",,All Products > Shaving > Razors,Razors,"All Products,Shaving,Razors,All Products,Beard Grooming",true,active,parker-26C,,Title,Default,,,,,29.99,,0.00,,0.00,true,,shopify,0,deny,7,g,true,manual,/shared/images/product/26C-1.png,1,Parker 26C Open Comb Safety Razor,,false,Parker 26C Open Comb Safety Razor,"Since being launched in 2013, Parker Safety Razor’s Open Comb models have been the buzz of the shaving community. The head of this razor is engineered to provide an extremely smooth shave without being overly aggressive.
We recommend this razor for both beginners and experienced wet shavers alike. The open c",,,,,,,new,,,,,,
Parker 76R Butterfly Safety Razor,parker-76r-butterfly-safety-razor,"<h3>Description</h3><p>The&nbsp;<strong>Parker 76R</strong>&nbsp;is a heavyweight safety razor with the world famous Parker twist-to-open head for a close, comfortable shave. Twisting the knob on the bottom of the razor will open the butterfly doors for blade insertion. This black and chrome plated all brass razor is a smooth shaver. Parker Safety Razor has been making the highest quality, precision engineered safety razors for over 45 years.</p>
<p>Razor type: Butterfly Twist To Open Safety Razor</p>
<p>Weight: 4 oz.</p>
<p>Length: 4 in.</p>
<p>Handle material: Genuine brass frame, black anodized chrome plated</p>",,All Products > Shaving > Razors,Razors,"All Products,Shaving,Razors,All Products,Beard Grooming",true,active,parker-76R,,Title,Default,,,,,29.99,,0.00,,0.00,true,,shopify,0,deny,9,g,true,manual,/Shared/Images/Product/Parker-76R-Butterfly-Safety-Razor/76r-1.png,1,Parker 76R Butterfly Safety Razor,,false,Parker 76R Butterfly Safety Razor,"The&nbsp;Parker 76R&nbsp;is a heavyweight safety razor with the world famous Parker twist-to-open head for a close, comfortable shave. Twisting the knob on the bottom of the razor will open the butterfly doors for blade insertion. This black and chrome plated all brass razor is a smooth shaver. Park",,,,,,,new,,,,,,
Parker SRX Barber Razor,parker-srx-barber-razor,"<h3>Description</h3><p>Parker’s Shavette razors are used in barbershops and shave parlors worldwide. The unique clip to close mechanism on this razor keeps the razor blade securely in place and perfectly aligned. Unlike most shavettes, the Parker SRX razor has a heavyweight stainless steel blade arm in addition to a stainless steel handle – not lower quality aluminum.&nbsp;</p><p>Many have told us that the shavette razors perform just like a straight razor — except that there is no honing or sharpening required. Just pick your favorite double edge blade, snap it in half, and insert it into the razor. It’s that simple! If you prefer, we also carry several brands of blades already pre-cut.</p>
<ul><li>Razor Type: Clip type barber/shavette razor</li><li>Weight: 2.3 oz.</li><li>Length: 5 1/4 in.</li><li>Handle Material: Stainless Steel</li><li>Razor Arm – Stainless Steel</li></ul>",,All Products > Shaving > Razors,Razors,"All Products,Shaving,Razors,All Products,Beard Grooming",true,active,parker-srx,,Title,Default,,,,,25.99,,0.00,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Parker-SRX-Barber-Razor/SRX-1.png,1,Parker SRX Barber Razor,,false,Parker SRX Barber Razor,"Parker’s Shavette razors are used in barbershops and shave parlors worldwide. The unique clip to close mechanism on this razor keeps the razor blade securely in place and perfectly aligned. Unlike most shavettes, the Parker SRX razor has a heavyweight stainless steel blade arm in addition to a stainless steel handle",,,,,,,new,,,,,,
Parker SRRW Barber Razor - Rosewood,parker-srrw-barber-razor-rosewood,"<h3>Description</h3><p><strong>Parker SRRW Rosewood Clip Type Stainless Steel Straight Edge Shavette Razor</strong></p>
<p><strong>Description from Parker Razors:</strong></p>
<p>*New Model for Summer 2018*&nbsp; &nbsp;Parker's shavette razors are used in barbershops and shave parlors worldwide. The unique ""clip to close"" mechanism on this razor keeps the razor blade securely in place and perfectly aligned. Unlike most replaceable blade barber razors, our Parker SRRW razor has a heavyweight stainless steel blade arm in addition to a finished wood handle - not lower quality aluminum. Many have told us that our shavette razors perform just like a straight razor -- except that there is no honing or sharpening required. Just pick your favorite double edge blade, snap it in half, and insert it into the razor. It's that simple!</p>
<p>Features:</p>
<ul><li>Razor Type: Clip type barber/shavette razor</li><li>Weight: 1.6 oz.</li><li>Length: 5.6 in.</li><li>Handle Material: Sheesham Wood</li><li>Razor Arm - Stainless Steel</li></ul><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",,All Products > Shaving > Razors,Razors,"All Products,Shaving,Razors,All Products,Beard Grooming",true,active,parker-srrw,,Title,Default,,,,,27.99,,0.00,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Parker-SRRW-Barber-Razor-Rosewood/srrw-1.jpg,1,Parker SRRW Barber Razor - Rosewood,,false,Parker SRRW Barber Razor - Rosewood,"Parker SRRW Rosewood Clip Type Stainless Steel Straight Edge Shavette Razor
Description from Parker Razors:
*New Model for Summer 2018*&nbsp; &nbsp;Parker's shavette razors are used in barbershops and shave parlors worldwide. The unique ""clip to close"" mechanism on t",,,,,,,new,,,,,,
Parker 22R Butterfly Safety Razor - Gun Metal,parker-22r-butterfly-safety-razor-gun-metal,"<h3>Description</h3><p>The Parker 22R was one of the first Parker models launched many years ago. It remains as popular today as ever. Its timeless and unique design, gunmetal finish and old world quality make it a popular classic. This was a terrific razor 30 years ago and it is better than ever today due to technological improvements.</p>
<ul><li>Razor type: Butterfly open safety razor</li><li>Weight: 3.4 oz.</li><li>Length: 3 3/4 in.</li><li>Handle material: Genuine brass frame, gunmetal chrome plated</li></ul>",,All Products > Shaving > Razors,Razors,"All Products,Shaving,Razors,All Products,Beard Grooming",true,active,parker-22R,,Title,Default,,,,,24.99,,0.00,,0.00,true,,shopify,0,deny,9,g,true,manual,/Shared/Images/Product/Parker-22R-Butterfly-Safety-Razor-Gun-Metal/IMG_1136.jpg,1,Parker 22R Butterfly Safety Razor - Gun Metal,,false,Parker 22R Butterfly Safety Razor - Gun Metal,"The Parker 22R was one of the first Parker models launched many years ago. It remains as popular today as ever. Its timeless and unique design, gunmetal finish and old world quality make it a popular classic. This was a terrific razor 30 years ago and it is better than ever today due to technological improvements.</",,,,,,,new,,,,,,
Parker 42R Mach3 Razor Black Handle,parker-42r-mach3-razor-black-handle,"<h3>Description</h3><p>Parker Mach3 Compatible Black Metal and Chrome Razor<br>The Parker 42M is compatible with Gillettes Mach 3 razor blades.<br>This handsome razor has an all metal textured handle which ensures a sure grip.<br>Constructed with a brass frame which adds a nice heft for a close and comfortable shave.<br>Features:<br></p>
<ul><li>Deluxe Metal Handle for a sure grip</li><li>Comfortable Checkered Knurling on Handle.</li><li>Brass Frame</li><li>One Gillette Mach 3 Razor Blade included</li></ul>
<p>Approximate Dimensions:<br></p>
<ul><li>Weight: 2.4oz.</li><li>Length:(with blade installed) 5-1/4</li></ul>",,All Products > Shaving > Razors,Razors,"All Products,Shaving,Razors,All Products,Beard Grooming",true,active,parker-42R,,Title,Default,,,,,31.99,,0.00,,0.00,true,,shopify,0,deny,7,g,true,manual,/Shared/Images/Product/Parker-42R-Mach3-Razor-Black-Handle/IMG_1140.jpg,1,Parker 42R Mach3 Razor Black Handle,,false,Parker 42R Mach3 Razor Black Handle,Parker Mach3 Compatible Black Metal and Chrome RazorThe Parker 42M is compatible with Gillettes Mach 3 razor blades.This handsome razor has an all metal textured handle which ensures a sure grip.Constructed with a brass frame which adds a nice heft for a close and comfortable shave.Features:,,,,,,,new,,,,,,
Cedar Soap Tray,cedar-soap-tray,,,All Products > Beard Care > Beard Wash,Beard Wash,"All Products,Beard Care,Beard Wash",false,draft,soaptray,,Title,Default,,,,,6.99,,0.00,,0.00,true,,shopify,0,deny,5,g,true,manual,/shared/images/product/soapdish3.jpg,1,Cedar Soap Tray,,false,Cedar Soap Tray,,,,,,,,new,,,,,,
Camo Trucker Hat,camo-trucker-hat,"<h3>Description</h3><p>Look stylish with or without a beard with a Texas Beard Company ""Trucker Hat"".</p><p>This hat has a black foam front and bill with a white mesh back.&nbsp;</p><p>These hats were made for us by a small local print shop - Piney Wood Studios, Lumberton, TX</p><p>Details:</p><ul>

<li>Cobra brand</li><li>5-Panel, 3 3/4"" Structured Crown</li><li>Polyester Foam Front</li><li>Mesh Back</li><li><strong>NO BRAID</strong></li><li>Snap Closure</li></ul>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise",true,active,hat-trucker-camo,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,14,g,true,manual,/Shared/Images/Product/Camo-Trucker-Hat/camo-trucker-hat.jpg,1,Camo Trucker Hat,,false,Camo Trucker Hat,"Look stylish with or without a beard with a Texas Beard Company ""Trucker Hat"".This hat has a black foam front and bill with a white mesh back.&nbsp;These hats were made for us by a small local print shop - Piney Wood Studios, Lumberton, TXDetails:

Cobra brand5-Panel, 3 3/4""",,,,hat-trucker-camo,,,new,,,,,,
Texas Beard Company T-Shirt Yellow,texas-beard-company-t-shirt-yellow,"<h3>Description</h3><p>Show us some love with this yellow Texas Beard Company T-Shirt.</p>
<p>What better way to show beard love than wearing our logo!</p>
<p>These shirts are hand screen printed the old school way in my garage with no machinery.</p>
<p>Each shirt is unique.</p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Beard Kits and Gifts",true,active,tshirt-yellow,,Title,Default,,,,,6.00,,12.00,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Texas-Beard-Company-T-Shirt-Yellow/yellow-shirt.jpg,1,Texas Beard Company T-Shirt Yellow,,false,Texas Beard Company T-Shirt Yellow,"Show us some love with this yellow Texas Beard Company T-Shirt.
What better way to show beard love than wearing our logo!
These shirts are hand screen printed the old school way in my garage with no machinery.
Each shirt is unique.",,,,tshirt-yellow,,,new,,,,,,
Texas Beard Co HALF Bandana,texas-beard-co-half-bandana,"<h3>Description</h3><p>This is a black HALF bandana (triangle) with a white Texas Beard Co logo print.&nbsp;</p><p>Would look cool hanging on a wall or around your neck or on your head, whatever floats your boat!</p>",,All Products > Merchandise,Merchandise,"All Products,Merchandise",true,active,bandana,,Title,Default,,,,,4.00,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/shared/images/product/bandana1.jpg,1,Texas Beard Co HALF Bandana,,false,Texas Beard Co HALF Bandana,"This is a black HALF bandana (triangle) with a white Texas Beard Co logo print.&nbsp;Would look cool hanging on a wall or around your neck or on your head, whatever floats your boat!",,,,,,,new,,,,,,
Carabiner Botte Opener,carabiner-botte-opener,<h3>Description</h3><p>Pretty cool bottle opener/carabiner emblazoned with the Texas Beard Co logo.&nbsp;</p><p>DO NOT USE FOR CLIMBING!!!&nbsp;</p>,,All Products > Merchandise,Merchandise,"All Products,Merchandise",true,active,carabiner,,Title,Default,,,,,5.00,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/shared/images/product/carabiner.jpg,1,Carabiner Botte Opener,,false,Carabiner Botte Opener,Pretty cool bottle opener/carabiner emblazoned with the Texas Beard Co logo.&nbsp;DO NOT USE FOR CLIMBING!!!&nbsp;,,,,,,,new,,,,,,
Wooden Razor Stand,wooden-razor-stand,<h3>Description</h3><p>Wooden Razor Stand – a fusion of walnut and maple craftsmanship to elevate your grooming game. This handcrafted stand is not just a holder; it's a statement piece for your razor. Keep your grooming essentials in style. Walnut and maple – because your razor deserves a throne. 🌳🪒</p><p><b>Razor not included!</b></p>,,All Products > Shaving,Shaving,"All Products,Shaving",true,active,razor-stand,,Title,Default,,,,,15.99,,0.00,,0.00,true,,shopify,0,deny,0,g,true,manual,/shared/images/product/razor-stand-front.jpg,1,Wooden Razor Stand,,false,Wooden Razor Stand,Wooden Razor Stand – a fusion of walnut and maple craftsmanship to elevate your grooming game. This handcrafted stand is not just a holder; it's a statement piece for your razor. Keep your grooming essentials in style. Walnut and maple – because your razor deserves a throne. 🌳🪒Razor not included!,,,,,,,new,,,,,,
Texas Beard TEN YEAR T-Shirt,texas-beard-ten-year-t-shirt,"<h3>Description</h3><p>We've been doing this for 10 years now! HOLY COW. Celebrate with us with this TXBEARD-TEN-YEARS shirt.</p><p>We're pressing these shirts in house, please be patient as they may take a few days longer than our normal shipping time.</p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Beard Kits and Gifts",true,active,TENYEAR,,Title,Default,,,,,12.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Texas-Beard-TEN-YEAR-T-Shirt/txbeard-tenyear.jpg,1,Texas Beard TEN YEAR T-Shirt,,false,Texas Beard TEN YEAR T-Shirt,"We've been doing this for 10 years now! HOLY COW. Celebrate with us with this TXBEARD-TEN-YEARS shirt.We're pressing these shirts in house, please be patient as they may take a few days longer than our normal shipping time.",,,,,,,new,,,,,,
Fall/Halloween Skull Beard Shirt,fallhalloween-skull-beard-shirt,"<h3>Description</h3><p>Rock out with our Fall/Halloween Skull Beard design.</p>
<p>We're pressing these shirts in house, please be patient as they may take a few days longer than our normal shipping time.</p>",Texas Beard Company,All Products > Merchandise,Merchandise,"All Products,Merchandise,All Products,Beard Kits and Gifts",true,active,HALLOWEEN-TEE,,Title,Default,,,,,12.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Fall-Halloween-Skull-Beard-Shirt/fall-halloween-beard.jpg,1,Fall/Halloween Skull Beard Shirt,,false,Fall/Halloween Skull Beard Shirt,"Rock out with our Fall/Halloween Skull Beard design.
We're pressing these shirts in house, please be patient as they may take a few days longer than our normal shipping time.",,,,,,,new,,,,,,
Parker BCPB Pure Badger Black/Chrome Shaving Brush w/Stand,parker-bcpb-pure-badger-blackchrome-shaving-brush-wstand,"<h3>Description</h3><p>This particular shaving brush model has been one of the best sellers for many years. It has a long loft brush knot for extra lathering ability. Not as coarse as black badger, and more firm than silvertip bager, 100% pure badger offers an excellent compromise between stiffness and softness. Manufactured with high quality bristles, this brush will turn your morning shave chore into an enjoyable ritual!</p>
<p>Product features include:</p>
<ul><li>100% Pure Badger Bristles</li><li>22 mm Brush Knot</li><li>Durable Resin Handle</li><li>Handmade for Superior Quality</li><li>Long Loft Bristles for Extra Lathering Ability</li><li>Acrylic Brush Stand included</li><li>Packaged in a Gift Box</li></ul>",,All Products > Shaving > Brushes,Brushes,"All Products,Shaving,Brushes",true,active,parker-bcpb,,Title,Default,,,,,37.99,,0.00,,0.00,true,,shopify,0,deny,14,g,true,manual,/Shared/Images/Product/Parker-BCPB-Pure-Badger-Black-Chrome-Shaving-Brush-w-Stand/BCPB-1.png,1,Parker BCPB Pure Badger Black/Chrome Shaving Brush w/Stand,,false,Parker BCPB Pure Badger Black/Chrome Shaving Brush w/Stand,"This particular shaving brush model has been one of the best sellers for many years. It has a long loft brush knot for extra lathering ability. Not as coarse as black badger, and more firm than silvertip bager, 100% pure badger offers an excellent compromise between stiffness and softness. Manufactured with high qua",,,,,,,new,,,,,,
Hand-Turned Walnut Shaving BRUSH,hand-turned-walnut-shaving-brush,"<h3>Description</h3><p>This particular shaving brush is hand-turned out of a solid walnut blank. The handle is finished with wax and oil for a natural finish.</p><p><br>Product features include:</p>
<ul><li>100% Pure Badger Bristles</li></ul>",Big T Woodworks,All Products > Shaving > Brushes,Brushes,"All Products,Shaving,Brushes,All Products,Beard Grooming",false,draft,walnut-shave-brush,,Title,Default,,,,,34.99,,0.00,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Hand-Turned-Walnut-Shaving-Brush/walnutbrush.jpg,1,Hand-Turned Walnut Shaving BRUSH,,false,Hand-Turned Walnut Shaving BRUSH,"This particular shaving brush is hand-turned out of a solid walnut blank. The handle is finished with wax and oil for a natural finish.Product features include:
100% Pure Badger Bristles",,,,,,,new,,,,,,
